Nodo padre,Nodo hijo,Caracteristica,Valor,Gini impurity,div 1 No in class 1,div 1 No in class 2,div 2 No in class 1,div 2 No in class 2
0,0,6,-0.0679262834497291,0.2674046943817029,17960,4936,1496,14724
