,0,1
386,1.4842915021835743e-05,5.010008671530373e-06
387,1.1866983654652598e-05,7.35998964216203e-06
388,1.1626714949576734e-05,3.755042548440633e-06
389,1.2621238379302957e-05,6.420646347912572e-06
390,1.4852658299000075e-05,4.2782792959381815e-06
391,1.2384668732427264e-05,6.925981394052362e-06
392,1.2957230181252376e-05,7.793786741118902e-06
393,1.517704218919873e-05,6.900119478841008e-06
394,7.149421346553092e-06,4.556232709283415e-06
395,1.5294232883031516e-05,3.6090952440075716e-06
396,1.4991549232676238e-05,3.65966049913993e-06
397,1.3207563034931884e-05,5.357605333766169e-06
398,8.895851420303552e-06,7.4034460628350455e-06
399,8.21672422709467e-06,5.661555701799971e-06
400,9.54268576665359e-06,6.309466428180578e-06
401,1.2231516925054125e-05,4.951976271088707e-06
402,1.1204814494764941e-05,5.0067547993323885e-06
403,9.467839264913279e-06,5.58335885003146e-06
404,1.139824708404229e-05,8.23466729593253e-06
405,1.0588518462125075e-05,6.830963364622773e-06
406,9.597581049811257e-06,1.5774783167815787e-06
407,1.1738654621468586e-05,6.585679519064151e-06
408,1.4994465865721699e-05,3.7189345287592905e-06
409,9.067138571303678e-06,5.332074226880041e-06
410,1.3831159812195528e-05,3.885270170526529e-06
411,1.0356834763444563e-05,5.956677601130346e-06
412,1.4998114250976866e-05,7.667391059352475e-06
413,5.817102172836474e-06,6.433569379825562e-06
414,9.271363562106537e-06,5.665945954307458e-06
415,7.492911990349247e-06,6.94683320441429e-06
416,1.0578481417086538e-05,6.763924368103408e-06
417,1.5493183909336804e-05,5.407009462239103e-06
418,1.4935525491862694e-05,6.787524036015924e-06
419,1.3601689412693336e-05,7.3389662061931565e-06
420,1.0995077754560442e-05,4.6675234106798505e-06
421,1.5869834397949514e-05,4.0895732771436756e-06
422,1.3743385759131131e-05,5.440342757901953e-06
423,1.1965017583848455e-05,5.109695285468315e-06
424,1.5946571964372494e-05,1.5784038152301566e-06
425,1.1639800679789043e-05,4.766081118013386e-06
426,1.3186071692834305e-05,6.667588146692016e-06
427,5.981576548281477e-06,7.62243414669962e-06
428,1.188112584820478e-05,5.539715320824829e-06
429,1.5522700576029282e-05,3.085549612425332e-06
430,9.679525314653608e-06,5.163854438268882e-06
431,1.2717096196578522e-05,1.4912592900765228e-06
432,6.9288754317675e-06,3.287315682772073e-06
433,1.561418252124486e-05,2.516727189913581e-06
434,1.5133422574025084e-05,7.239952795251808e-06
435,1.4879700788206913e-05,7.685386945506966e-06
436,1.275721873821319e-05,5.3083481826664635e-06
437,1.4646858028390825e-05,5.772059690900443e-06
438,1.4895170475304563e-05,5.279976440275125e-06
439,1.2305946385051926e-05,6.588302449566864e-06
440,1.404759657376212e-05,7.782746507787067e-06
441,8.210252073353772e-06,5.217467160202642e-06
442,1.2558745764609044e-05,6.4151972961715084e-06
443,1.251660372410627e-05,7.5205835407139535e-06
444,1.2531767423410492e-05,7.522127848988628e-06
445,1.1129859601078116e-05,4.238587774514868e-06
446,1.098384962998859e-05,5.935396755088772e-06
447,1.5546428039826274e-05,5.1207561644939955e-06
448,1.4460027948368775e-05,6.87101116894821e-06
449,1.0820036127955423e-05,7.41830499853751e-06
450,8.443255301520529e-06,5.557378092782312e-06
451,1.2436160312871374e-05,7.526771732373685e-06
452,1.2868660026674265e-05,7.2448226705561796e-06
453,9.344140812294263e-06,6.361980650215101e-06
454,5.940314507490871e-06,6.358693132395701e-06
455,1.0584087070114806e-05,6.683815258304503e-06
456,8.382833490290789e-06,4.874318118348539e-06
457,1.4404795242877246e-05,5.072194173900864e-06
458,1.1579071692382335e-05,4.013889534003913e-06
459,1.247674044637572e-05,6.6484647712717885e-06
460,1.2912310075350261e-05,6.684449161734567e-06
461,9.480611604752314e-06,6.13647619201512e-06
462,1.432488143535809e-05,5.349254611473193e-06
463,6.3556199608320195e-06,8.162330005911623e-06
464,9.394384626477905e-06,2.78834192533301e-06
465,1.4468748741908966e-05,5.542491217793504e-06
466,1.3947801022307082e-05,5.775284484328723e-06
467,1.3245019886494127e-05,4.541038998953752e-06
468,1.3147285075749937e-05,5.085083064974564e-06
469,1.4513840650900604e-05,4.333794117380033e-06
470,1.4852314224508688e-05,7.5732877750754564e-06
471,1.4702029963672405e-05,6.344248065944908e-06
472,1.3211746956070431e-05,5.191940746391687e-06
473,1.3363668682584517e-05,4.039003477692438e-06
474,5.516610020132272e-06,6.569162748958481e-06
475,1.2289311939655242e-05,6.3988231937231275e-06
476,1.033273891938838e-05,7.658181600997962e-06
477,7.022589902566647e-06,6.865795816124311e-06
478,1.0728360378770658e-05,5.501418685907755e-06
479,2.9648427169567092e-06,6.350892589582766e-06
480,1.1869379394132798e-05,4.221241875289099e-06
481,1.2715210975481774e-05,3.949028991431208e-06
482,1.1925769656286913e-05,4.238783135895064e-06
483,1.5067442695010105e-05,3.3790643440055856e-06
484,1.1696555099191813e-05,7.003840848652391e-06
485,4.6196640992585275e-06,3.952056858979505e-06
486,1.2069155122326055e-05,7.134009701289461e-06
487,7.913887367997265e-06,5.29307269657136e-06
488,1.1962383526177522e-05,7.169492889220223e-06
489,8.39130341857421e-06,5.777942233929005e-06
490,1.1756808289750778e-05,5.5261971561661396e-06
491,1.583729680578148e-05,4.6128268210960306e-06
492,1.279318422559033e-05,6.536310693253678e-06
493,1.2023427641265962e-05,3.846030607158251e-06
494,1.097120417141103e-05,7.0753235354916274e-06
495,1.3649611543137569e-05,6.562444178513269e-06
496,9.289515119386638e-06,5.891514713191359e-06
497,1.1439234747844424e-05,6.315196076254147e-06
498,1.2427118825689835e-05,6.325378381526305e-06
499,1.2407166528888052e-05,7.411473134971173e-06
500,8.266461185958223e-06,6.139073135357951e-06
501,1.250453631898275e-05,7.536545321453032e-06
502,1.4711142356451766e-05,7.197145869816718e-06
503,1.5029063951520763e-05,7.380080514541011e-06
504,1.1554859996072241e-05,6.912275307101179e-06
505,1.2263277493931744e-05,5.7682745526719245e-06
506,1.2262827046733655e-05,7.46951564036335e-06
507,1.2484668365342324e-05,7.3872186057785256e-06
508,6.067259841043428e-06,5.21066879030137e-06
509,1.5730035715859646e-05,5.711937514855167e-06
510,8.046331852730605e-06,6.688523975928168e-06
511,9.071221542806256e-06,6.51244593472722e-06
512,1.0789247619805136e-05,3.4325837994333007e-06
513,8.127588821667663e-06,6.916051889204719e-06
514,5.777012641274236e-06,7.0805219202538415e-06
515,1.0582544013213537e-05,6.783271286285951e-06
516,8.473998197577262e-06,6.0436215686131395e-06
517,1.3718695035430478e-05,5.157325827312606e-06
518,1.1724461578378348e-05,7.678488963635017e-06
519,1.5257530347074149e-05,7.848544949167074e-06
520,2.2703013270503514e-06,7.348335682104182e-06
521,8.747194742586514e-06,6.439468770840123e-06
522,1.4567915344141823e-05,6.369801103431259e-06
523,8.754376647532266e-06,7.082889803680044e-06
524,1.0951905503479538e-05,6.9387468659886325e-06
525,1.1857639579107136e-05,3.612452460538993e-06
526,1.1933888005918014e-05,6.163899000834006e-06
527,3.561463389752589e-06,7.146853637540831e-06
528,1.2871093531947706e-05,6.82167906817309e-06
529,8.248090131451564e-06,7.0319071244351e-06
530,1.4351155217797429e-05,6.417934549001546e-06
531,6.8850845813375395e-06,4.752881108839171e-06
532,1.215614871394372e-05,7.637249492619552e-06
533,1.2830455587450677e-05,5.262758315783731e-06
534,1.0806501784006647e-05,6.755375455936868e-06
535,5.926131679806152e-06,6.8904247481745385e-06
536,1.1908900199090094e-05,8.161583732141837e-06
537,1.4640402161063864e-05,7.153892064156149e-06
538,1.0042675213961034e-05,6.606947620025811e-06
539,1.116761314075491e-05,7.534411110728296e-06
540,1.50805565835758e-05,4.5552184249001054e-06
541,1.397514685274046e-05,7.951127923517811e-06
542,8.91858028480672e-06,7.214226869244276e-06
543,1.0514515719061102e-05,7.332128780116816e-06
544,1.287185787724869e-05,7.688608925460368e-06
545,1.478975403668505e-05,6.710282303286994e-06
546,9.028990490204659e-06,5.805834627218863e-06
547,1.3819727502113164e-05,8.10429584347585e-06
548,1.3752631406453055e-05,4.7914260218992236e-06
549,1.4780604784665979e-05,6.476043608345132e-06
550,1.160073214033219e-05,5.98321320861831e-06
551,1.380953512037373e-05,6.126854779501028e-06
552,1.2092626824241857e-05,7.555340371743325e-06
553,6.9985114056832834e-06,3.7595726228988366e-06
554,1.3643294937220754e-05,6.408623300146493e-06
555,7.820040543769076e-06,6.131082185756576e-06
556,8.04200004005474e-06,3.661629422653002e-06
557,1.585003690440352e-05,7.192754174184527e-06
558,1.527264908124697e-05,6.5808802258642105e-06
559,6.009357086515802e-06,5.35508562956055e-06
560,9.085241117401912e-06,6.978791486763292e-06
561,1.4050524332199193e-05,5.867850991813181e-06
562,1.3898909571871494e-05,7.611653812267602e-06
