Stump,Amount of say,Caracteristica,Valor,Prediction div 1 menor que valor,Prediction div 2 mayor que valor
0,0.8128000648228979,6,-0.0679262834497291,0,1
1,0.2516259469444186,5,0.0126963521030461,0,1
